Original - codPostal,Original - nomeRegiao,Original - agrupamento,Original - nomeAgrupamento,Original - email,Original - latitude,Original - longitude,Original - codPostalDescricao,Original - morada,Original - nomeNucleo,Original - site
3500-390,Viseu,1351,Viso,geral.1351@escutismo.pt,40.6565861,-7.9124712,Viseu,"Centro Pastoral de Nossa Senhora do Viso
Rua Nossa Senhora do Viso
Viso Sul, 29",,http://www.agr1351.cne-escutismo.pt
4750-701,Braga,1352,Santa Leocádia,j.fernandes.almeida@sapo.pt,41.5778061,-8.650222899999999,Tamel Santa Leocádia,"Rua do Cruzeiro, 40 Cx 105",Barcelos,
9350-213,Madeira,1353,Ribeira Brava,maltezjose@gmail.com,32.6739884,-17.0509906,Ribeira Brava,"Salão Paroquial da Ribeira Brava, nº 46",,
2780-070,Lisboa,1354,São Julião da Barra,ricardomaiamoura@gmail.com,38.682947,-9.316244099999999,Oeiras,"Rua Piedade Franco Rodrigues, Lote 1",Barra,
4535-349,Porto,1355,Santa Maria de Lamas,escuteirossantamarialamas@gmail.com,40.9719982,-8.5786248,Santa Maria de Lamas,"Anacleto Fernando Vieira Coelho
Praceta do Merouço, nº 245, 1º Dtº Traseiras",Terras de Santa Maria,
2490-291,Leiria,1356,Nossa Senhora das Misericórdias,geral.1356@escutismo.pt,39.7767348,-8.626125099999999,Ourém,Rua S.Tiago,,http://misericordias.sytes.net/
4520-619,Porto,1357,S. João de Ver,acacio-manuel-sa@hotmail.com,40.9621564,-8.521845899999999,S. João de Ver,"Estrada Romana, 1355",Terras de Santa Maria,
4585-111,Porto,1358,Gandra,geral@agr1358.cne-escutismo.pt,41.2054012,-8.4425854,Gandra Paredes,"Travessa da Agra, Antiga Escola Primária de Moreiró",Centro Norte,http://escuteirosdegandra.blogspot.com
2910-354,Setúbal,1359,Sado,geral@agr1359.cne-escutismo.pt,38.5165259,-8.8327369,Setúbal,Rua da Concha  sede dos Escuteiros - Quinta do Meio,,
3020-521,Coimbra,1360,Souselas,geral@agr1360.cne-escutismo.pt,40.3065198,-8.402801600000002,Botão,Antiga Escola Básica do 1º Ciclo - Rua Francisco de Macedo,Centro-Norte,http://agrupamentosouselas.blogspot.com/
4560-802,Porto,1361,São Martinho de Recesinhos,geral.1361@escutismo.pt,41.230218,-8.2349199,São Martinho de Recesinhos,Rua da Igreja - Salão Paroquial,Este,
3460-153,Viseu,1362,Lajeosa do Dão,geral.1362@escutismo.pt,40.5268801,-7.9916595,Lajeosa TND,Av. da Igreja - Casa Paroquial de Lajeosa do Dão,,
3240-000,Coimbra,1363,Chão de Couce,geral.1363@escutismo.pt,39.897829,-8.391012699999999,CHÃO DE COUCE,Largo da Igreja (antiga Escola Primária),Mondego-Sul,
4845-076,Braga,1364,Pedra Bela,marinhaesteves@gmail.com,41.6985406,-8.1685996,Gerês,"Pereiró, 170",Vieira do Minho,
4830-102,Braga,1365,Sobradelo da Goma,claudia.silva@mun-planhoso.pt,41.5775238,-8.286223,Póvoa de Lanhoso,"Rua da Igreja, 102",Póvoa de Lanhoso,
3140-072,Coimbra,1366,Meãs do Campo,geral@agr1366.cne-escutismo.pt,40.2098956,-8.6526218,carapinheira,"Ao C/ Ana Catarina Glória Pinto
urb do arneiro lote 1",Beira-Mar,www.escuteirosmeas.com
3200-330,Coimbra,1367,Serpins,geral.1367@escutismo.pt,40.15770029999999,-8.2128984,SERPINS,Cabeço da Igreja,Mondego-Sul,
1500-534,Lisboa,1368,Bairro da Boavista,guedes.silva@solvay.com,38.7347217,-9.2041956,Lisboa,Rua Rainha D. Brites,Lisboa Ocidental,
2605-786,Lisboa,1369,Santa Marta do Casal de Cambra,ca.1369@escutismo.pt,38.8036969,-9.227725999999999,Casal de Cambra,"Igreja Paroquial de Santa Marta do Casal de Cambra, Largo da Igreja, 9",Serra da Lua,http://www.agr1369.cne-escutismo.pt
8900-231,Algarve,1370,Vila Real de Santo António,geral@agr1370.cne-escutismo.pt,37.1954267,-7.4158243,Vila Real de Santo António,Rua Conselheiro Frederico Ramirez,,
4585-897,Porto,1371,Recarei,geral.1371@escutismo.pt,41.192719,-8.375892499999999,Recarei,"Rua da Paz, nº 306",Este,
5450-027,Vila Real,1372,Vila Pouca de Aguiar,geral.1372@escutismo.pt,41.5003802,-7.642269100000001,Vila Pouca de Aguiar,"Rua Dr. Henrique Botelho, n.º18",,
2790-208,Lisboa,1373,Nossa Senhora da Conceição da Outurela,geral.1373@escutismo.pt,38.7180964,-9.2324237,Carnaxide,"Rua Alfredo da Rocha Pereira, 6 Alto dos Barronhos",Barra,https://www.facebook.com/escutismo.outurela/
4780-715,Braga,1374,Ribeirão,geral.1374@escutismo.pt,41.3562224,-8.557740200000001,Ribeirão,"Av. 3 de Julho, 120",Famalicão,
5450-169,Vila Real,1375,Pedras Salgadas,geral.1375@escutismo.pt,41.53902069999999,-7.602550099999999,Pedras Salgadas,"Rua de S. Martinho, 10",,
4750-010,Braga,1376,Abade do Neiva,geral@agr1376.cne-escutismo.pt,41.5498969,-8.6435589,Abade de Neiva,"Rua das Trancosas, 150",Barcelos,
4450-692,Porto,1377,Leça da Palmeira,geral.1377@escutismo.pt,41.2014865,-8.6962733,Leça da Palmeira,Jardim Florbela Espanca,Litoral,www.agr1377.cne-escutismo.pt
4990-306,Viana Castelo,1379,Correlhã,geral.1379@escutismo.pt,41.7477578,-8.6170598,PONTE DE LIMA,Lugar de Pereira N18,,http://facebook.com/EscuteirosDaCorrelha
7830-000,Beja,1380,Vila Nova de S. Bento,geral@agr1380.cne-escutismo.pt,37.9287582,-7.4089325,Vila Nova de S. Bento,"Antigo Centro de Dia Bairro 1º de Maio, lote 27",,
9545-063,Açores,1381,Bretanha,agrupamentobretanhacne@hotmail.com,37.905487,-25.781310,Bretanha,"Rua Direita do Pilar, 103",São Miguel,
2050-339,Lisboa,1382,Azambuja,geral.1382@escutismo.pt,39.070405,-8.8658307,Azambuja,"Travessa da Misericórdia, 1",Solarius,
9625-206,Açores,1383,Fenais da Ajuda,geral.1383@escutismo.pt,37.851258,-25.324769,Maia,"Rua do Meio, 13",São Miguel,
3500-892,Viseu,1384,São João de Lourosa,maria.rr.oliveira@gmail.com,40.6565861,-7.9124712,Viseu,Escola Prof Henriqueta Gonçalves-Rua da Junta,,
3090-413,Coimbra,1385,Alhadas,geral.1385@escutismo.pt,40.2103694,-8.7926164,Figueira da Foz,Estrada Principal - Esperança,Beira-Mar,
0000-000,Sem Região,1386,Zurique,agrup.1386@gmail.com,47.3768866,8.541694,Zurich - Schweiz,"Missão Católica Portuguesa de Zurique  Fellenbergstrasse, 291",Sem Núcleo,
4760-495,Braga,1387,Gondifelos,geral.1387@escutismo.pt,41.4156095,-8.6143546,V. N. de Famalicão,"Rua José Costa Eiro,196",Famalicão,
2890-210,Setúbal,1388,Samouco,geral.1388@escutismo.pt,38.7206615,-9.0036769,Samouco,Igreja Paroquial São Brás do Samouco - Praça da República,,
8200-559,Algarve,1389,S. José - Ferreiras,geral.1389@escutismo.pt,37.1306013,-8.246575199999999,8200-559,Rua da Igreja - Ferreiras,,
3060-582,Coimbra,1390,Tocha,geral.9096@escutismo.pt,40.3315685,-8.737926699999999,TOCHA,Escola Primária dos Barrins,Beira-Mar,
3090-453,Coimbra,1391,Lavos,geral.9003@escutismo.pt,40.0945962,-8.820827699999999,LAVOS,Rua da Escola (antiga escola primária)ATT: Sem caixa de correio.,Beira-Mar,
3740-319,Aveiro,1392,Silva Escura,9105silvaescura@gmail.com,40.7578727,-8.391731499999999,Silva Escura,Calçada da Igreja,,
6370-139,Viseu,1393,Fornos de Algodres,agrupamentofa.cne@gmail.com,40.6190506,-7.542364200000001,Fornos de Algodres,"Rua Dr. Macedo de Bragança, S/N",,
